"station","date","mean_temp_c","yearmonth"
"afognak",2008-11-26,0.90166664,2008-11-01
"afognak",2008-11-27,1.4816667,2008-11-01
"afognak",2008-11-28,1.8366667,2008-11-01
"afognak",2008-11-29,1.3904166,2008-11-01
"afognak",2008-11-30,0.6954167,2008-11-01
"afognak",2008-12-01,0.76916665,2008-12-01
"afognak",2008-12-02,1.57375,2008-12-01
"afognak",2008-12-03,1.7120833,2008-12-01
"afognak",2008-12-04,1.5904167,2008-12-01
"afognak",2008-12-05,1.5070833,2008-12-01
"afognak",2008-12-06,1.6058333,2008-12-01
"afognak",2008-12-07,1.6883333,2008-12-01
"afognak",2008-12-08,1.66625,2008-12-01
"afognak",2008-12-09,1.6925,2008-12-01
"afognak",2008-12-10,1.6570833,2008-12-01
"afognak",2008-12-11,1.50125,2008-12-01
"afognak",2008-12-12,1.2954167,2008-12-01
"afognak",2008-12-13,1.21375,2008-12-01
"afognak",2008-12-14,1.0129167,2008-12-01
"afognak",2008-12-15,1.25375,2008-12-01
"afognak",2008-12-16,1.2991667,2008-12-01
"afognak",2008-12-17,1.3433334,2008-12-01
"afognak",2008-12-18,1.38375,2008-12-01
"afognak",2008-12-19,1.1625,2008-12-01
"afognak",2008-12-20,1.1316667,2008-12-01
"afognak",2008-12-21,1.205,2008-12-01
"afognak",2008-12-22,1.3558333,2008-12-01
"afognak",2008-12-23,1.1554167,2008-12-01
"afognak",2008-12-24,0.9820833,2008-12-01
"afognak",2008-12-25,1.00125,2008-12-01
"afognak",2008-12-26,0.25416666,2008-12-01
"afognak",2008-12-27,0.31166667,2008-12-01
"afognak",2008-12-28,0.5079167,2008-12-01
"afognak",2008-12-29,0.61833334,2008-12-01
"afognak",2008-12-30,0.39708334,2008-12-01
"afognak",2008-12-31,0.40208334,2008-12-01
"afognak",2009-01-01,0.27708334,2009-01-01
"afognak",2009-01-02,0.048333332,2009-01-01
"afognak",2009-01-03,0.039166667,2009-01-01
"afognak",2009-01-04,0.11541667,2009-01-01
"afognak",2009-01-05,0,2009-01-01
"afognak",2009-01-06,0,2009-01-01
"afognak",2009-01-07,0.12416667,2009-01-01
"afognak",2009-01-08,0.2075,2009-01-01
"afognak",2009-01-09,0.18166667,2009-01-01
"afognak",2009-01-10,0.34708333,2009-01-01
"afognak",2009-01-11,0.7825,2009-01-01
"afognak",2009-01-12,0.73625,2009-01-01
"afognak",2009-01-13,1.0320833,2009-01-01
"afognak",2009-01-14,1.2025,2009-01-01
"afognak",2009-01-15,1.0633334,2009-01-01
"afognak",2009-01-16,1.1858333,2009-01-01
"afognak",2009-01-17,1.1733333,2009-01-01
"afognak",2009-01-18,1.1841667,2009-01-01
"afognak",2009-01-19,1.0454167,2009-01-01
"afognak",2009-01-20,0.9920833,2009-01-01
"afognak",2009-01-21,1.1045833,2009-01-01
"afognak",2009-01-22,1.1825,2009-01-01
"afognak",2009-01-23,1.1708333,2009-01-01
"afognak",2009-01-24,1.2483333,2009-01-01
"afognak",2009-01-25,1.1904167,2009-01-01
"afognak",2009-01-26,1.2241666,2009-01-01
"afognak",2009-01-27,1.1716666,2009-01-01
"afognak",2009-01-28,1.26375,2009-01-01
"afognak",2009-01-29,1.1654167,2009-01-01
"afognak",2009-01-30,0.41291666,2009-01-01
"afognak",2009-01-31,0.4825,2009-01-01
"afognak",2009-02-01,0.53375,2009-02-01
"afognak",2009-02-02,0.079166666,2009-02-01
"afognak",2009-02-03,0.38291666,2009-02-01
"afognak",2009-02-04,0.7266667,2009-02-01
"afognak",2009-02-05,0.91333336,2009-02-01
"afognak",2009-02-06,0.7225,2009-02-01
"afognak",2009-02-07,0.54375,2009-02-01
"afognak",2009-02-08,0.25,2009-02-01
"afognak",2009-02-09,0.043333333,2009-02-01
"afognak",2009-02-10,0.20333333,2009-02-01
"afognak",2009-02-11,0.42583334,2009-02-01
"afognak",2009-02-12,0.52,2009-02-01
"afognak",2009-02-13,0.48166668,2009-02-01
"afognak",2009-02-14,0.9483333,2009-02-01
"afognak",2009-02-15,1.0904167,2009-02-01
"afognak",2009-02-16,1.0616666,2009-02-01
"afognak",2009-02-17,1.0216666,2009-02-01
"afognak",2009-02-18,0.87416667,2009-02-01
"afognak",2009-02-19,1.0754167,2009-02-01
"afognak",2009-02-20,0.61875004,2009-02-01
"afognak",2009-02-21,0.47958335,2009-02-01
"afognak",2009-02-22,0.53541666,2009-02-01
"afognak",2009-02-23,0.745,2009-02-01
"afognak",2009-02-24,0.64375,2009-02-01
"afognak",2009-02-25,0.6979167,2009-02-01
"afognak",2009-02-26,0.11125,2009-02-01
"afognak",2009-02-27,0.31625,2009-02-01
"afognak",2009-02-28,0.69166666,2009-02-01
"afognak",2009-03-01,0.024583332,2009-03-01
"afognak",2009-03-02,0,2009-03-01
"afognak",2009-03-03,0.63666666,2009-03-01
"afognak",2009-03-04,0.99916667,2009-03-01
"afognak",2009-03-05,1.2525,2009-03-01
"afognak",2009-03-06,0.63625,2009-03-01
"afognak",2009-03-07,0.78625,2009-03-01
"afognak",2009-03-08,0.9418182,2009-03-01
"afognak",2009-03-09,1.4004167,2009-03-01
"afognak",2009-03-10,1.3149999,2009-03-01
"afognak",2009-03-11,1.3854166,2009-03-01
"afognak",2009-03-12,1.2754166,2009-03-01
"afognak",2009-03-13,0.67125,2009-03-01
"afognak",2009-03-14,0.50416666,2009-03-01
"afognak",2009-03-15,0.0225,2009-03-01
"afognak",2009-03-16,0.18,2009-03-01
"afognak",2009-03-17,0.7583333,2009-03-01
"afognak",2009-03-18,0.885,2009-03-01
"afognak",2009-03-19,0.6025,2009-03-01
"afognak",2009-03-20,0.52375,2009-03-01
"afognak",2009-03-21,0.54583335,2009-03-01
"afognak",2009-03-22,0.9120833,2009-03-01
"afognak",2009-03-23,0.49041668,2009-03-01
"afognak",2009-03-24,0.89208335,2009-03-01
"afognak",2009-03-25,1.0020833,2009-03-01
"afognak",2009-03-26,1.58375,2009-03-01
"afognak",2009-03-27,1.2345834,2009-03-01
"afognak",2009-03-28,1.2345834,2009-03-01
"afognak",2009-03-29,1.645,2009-03-01
"afognak",2009-03-30,0.955,2009-03-01
"afognak",2009-03-31,1.2179166,2009-03-01
"afognak",2009-04-01,1.29125,2009-04-01
"afognak",2009-04-02,1.5908333,2009-04-01
"afognak",2009-04-03,1.4204167,2009-04-01
"afognak",2009-04-04,1.3958334,2009-04-01
"afognak",2009-04-05,1.57375,2009-04-01
"afognak",2009-04-06,1.7408333,2009-04-01
"afognak",2009-04-07,1.8908334,2009-04-01
"afognak",2009-04-08,1.8883333,2009-04-01
"afognak",2009-04-09,1.1425,2009-04-01
"afognak",2009-04-10,1.8166667,2009-04-01
"afognak",2009-04-11,1.7608334,2009-04-01
"afognak",2009-04-12,1.8733333,2009-04-01
"afognak",2009-04-13,1.4966667,2009-04-01
"afognak",2009-04-14,1.5633333,2009-04-01
"afognak",2009-04-15,1.62125,2009-04-01
"afognak",2009-04-16,1.7995833,2009-04-01
"afognak",2009-04-17,2.0170834,2009-04-01
"afognak",2009-04-18,1.8916667,2009-04-01
"afognak",2009-04-19,2.00375,2009-04-01
"afognak",2009-04-20,2.1029167,2009-04-01
"afognak",2009-04-21,2.2329166,2009-04-01
"afognak",2009-04-22,2.2783334,2009-04-01
"afognak",2009-04-23,2.2891667,2009-04-01
"afognak",2009-04-24,2.3729167,2009-04-01
"afognak",2009-04-25,2.54875,2009-04-01
"afognak",2009-04-26,2.5895834,2009-04-01
"afognak",2009-04-27,2.8275,2009-04-01
"afognak",2009-04-28,3.0558333,2009-04-01
"afognak",2009-04-29,3.0575,2009-04-01
"afognak",2009-04-30,3.0629168,2009-04-01
"afognak",2009-05-01,3.2533333,2009-05-01
"afognak",2009-05-02,3.56375,2009-05-01
"afognak",2009-05-03,3.9879167,2009-05-01
"afognak",2009-05-04,4.2858334,2009-05-01
"afognak",2009-05-05,4.4566665,2009-05-01
"afognak",2009-05-06,4.280909,2009-05-01
"afognak",2009-05-07,4.82,2009-05-01
"afognak",2009-05-08,5.78875,2009-05-01
"afognak",2009-05-09,6.559583,2009-05-01
"afognak",2009-05-10,7.2570834,2009-05-01
"afognak",2009-05-11,8.224584,2009-05-01
"afognak",2009-05-12,9.107083,2009-05-01
"afognak",2009-05-13,9.017917,2009-05-01
"afognak",2009-05-14,8.1425,2009-05-01
"afognak",2009-05-15,7.512083,2009-05-01
"afognak",2009-05-16,8.091666,2009-05-01
"afognak",2009-05-17,9.364166,2009-05-01
"afognak",2009-05-18,9.558333,2009-05-01
"afognak",2009-05-19,9.388333,2009-05-01
"afognak",2009-05-20,9.362917,2009-05-01
"afognak",2009-05-21,9.166667,2009-05-01
"afognak",2009-05-22,8.969167,2009-05-01
"afognak",2009-05-23,8.23375,2009-05-01
"afognak",2009-05-24,8.27375,2009-05-01
"afognak",2009-05-25,8.35875,2009-05-01
"afognak",2009-05-26,9.339167,2009-05-01
"afognak",2009-05-27,8.7975,2009-05-01
"afognak",2009-05-28,8.572083,2009-05-01
"afognak",2009-05-29,8.92625,2009-05-01
"afognak",2009-05-30,9.168333,2009-05-01
"afognak",2009-05-31,8.857917,2009-05-01
"afognak",2009-06-01,8.535417,2009-06-01
"afognak",2009-06-02,8.3575,2009-06-01
"afognak",2009-06-03,8.685,2009-06-01
"afognak",2009-06-04,8.795417,2009-06-01
"afognak",2009-06-05,9.720834,2009-06-01
"afognak",2009-06-06,10.6775,2009-06-01
"afognak",2009-06-07,11.92875,2009-06-01
"afognak",2009-06-08,12.590834,2009-06-01
"afognak",2009-06-09,13.285,2009-06-01
"afognak",2009-06-10,13.65,2009-06-01
"afognak",2009-06-11,11.04875,2009-06-01
"afognak",2009-06-12,11.089583,2009-06-01
"afognak",2009-06-13,11.9679165,2009-06-01
"afognak",2009-06-14,12.68375,2009-06-01
"afognak",2009-06-15,13.5175,2009-06-01
"afognak",2009-06-16,12.433333,2009-06-01
"afognak",2009-06-17,11.55125,2009-06-01
"afognak",2009-06-18,12.018333,2009-06-01
"afognak",2009-06-19,12.403749,2009-06-01
"afognak",2009-06-20,12.258333,2009-06-01
"afognak",2009-06-21,12.727917,2009-06-01
"afognak",2009-06-22,12.922083,2009-06-01
"afognak",2009-06-23,12.772083,2009-06-01
"afognak",2009-06-24,12.777083,2009-06-01
"afognak",2009-06-25,12.801666,2009-06-01
"afognak",2009-06-26,12.8025,2009-06-01
"afognak",2009-06-27,13.640417,2009-06-01
"afognak",2009-06-28,14.421667,2009-06-01
"afognak",2009-06-29,15.18125,2009-06-01
"afognak",2009-06-30,14.564583,2009-06-01
"afognak",2009-07-01,14.2525,2009-07-01
"afognak",2009-07-02,13.525,2009-07-01
"afognak",2009-07-03,14.490417,2009-07-01
"afognak",2009-07-04,15.595,2009-07-01
"afognak",2009-07-05,17.132084,2009-07-01
"afognak",2009-07-06,17.92375,2009-07-01
"afognak",2009-07-07,18.206667,2009-07-01
"afognak",2009-07-08,19.06875,2009-07-01
"afognak",2009-07-09,18.884583,2009-07-01
"afognak",2009-07-10,19.27875,2009-07-01
"afognak",2009-07-11,18.822916,2009-07-01
"afognak",2009-07-12,17.995417,2009-07-01
"afognak",2009-07-13,16.799166,2009-07-01
"afognak",2009-07-14,17.185,2009-07-01
"afognak",2009-07-15,17.73875,2009-07-01
"afognak",2009-07-16,18.31125,2009-07-01
"afognak",2009-07-17,16.520834,2009-07-01
"afognak",2009-07-18,15.319166,2009-07-01
"afognak",2009-07-19,15.599584,2009-07-01
"afognak",2009-07-20,16.797083,2009-07-01
"afognak",2009-07-21,14.05625,2009-07-01
"afognak",2009-07-22,13.630834,2009-07-01
"afognak",2009-07-23,13.52875,2009-07-01
"afognak",2009-07-24,14.36625,2009-07-01
"afognak",2009-07-25,13.214167,2009-07-01
"afognak",2009-07-26,13.997916,2009-07-01
"afognak",2009-07-27,14.292084,2009-07-01
"afognak",2009-07-28,14.07375,2009-07-01
"afognak",2009-07-29,14.370417,2009-07-01
"afognak",2009-07-30,14.03875,2009-07-01
"afognak",2009-07-31,14.082084,2009-07-01
"afognak",2009-08-01,14.296667,2009-08-01
"afognak",2009-08-02,14.439166,2009-08-01
"afognak",2009-08-03,13.8975,2009-08-01
"afognak",2009-08-04,13.794167,2009-08-01
"afognak",2009-08-05,14.577084,2009-08-01
"afognak",2009-08-06,14.642917,2009-08-01
"afognak",2009-08-07,14.502916,2009-08-01
"afognak",2009-08-08,14.55625,2009-08-01
"afognak",2009-08-09,15.10875,2009-08-01
"afognak",2009-08-10,16.540833,2009-08-01
"afognak",2009-08-11,16.81125,2009-08-01
"afognak",2009-08-12,16.13125,2009-08-01
"afognak",2009-08-13,15.460417,2009-08-01
"afognak",2009-08-14,15.037084,2009-08-01
"afognak",2009-08-15,14.94125,2009-08-01
"afognak",2009-08-16,15.544583,2009-08-01
"afognak",2009-08-17,15.74875,2009-08-01
"afognak",2009-08-18,15.557917,2009-08-01
"afognak",2009-08-19,15.417916,2009-08-01
"afognak",2009-08-20,15.5875,2009-08-01
"afognak",2009-08-21,15.459167,2009-08-01
"afognak",2009-08-22,15.06125,2009-08-01
"afognak",2009-08-23,15.118333,2009-08-01
"afognak",2009-08-24,14.4991665,2009-08-01
"afognak",2009-08-25,14.338333,2009-08-01
"afognak",2009-08-26,14.562917,2009-08-01
"afognak",2009-08-27,14.447917,2009-08-01
"afognak",2009-08-28,14.1375,2009-08-01
"afognak",2009-08-29,14.265416,2009-08-01
"afognak",2009-08-30,14.322083,2009-08-01
"afognak",2009-08-31,14.753333,2009-08-01
"afognak",2009-09-01,13.97875,2009-09-01
"afognak",2009-09-02,13.549583,2009-09-01
"afognak",2009-09-03,13.29875,2009-09-01
"afognak",2009-09-04,14.014584,2009-09-01
"afognak",2009-09-05,14.526667,2009-09-01
"afognak",2009-09-06,14.945,2009-09-01
"afognak",2009-09-07,14.060417,2009-09-01
"afognak",2009-09-08,13.45375,2009-09-01
"afognak",2009-09-09,13.510834,2009-09-01
"afognak",2009-09-10,13.197083,2009-09-01
"afognak",2009-09-11,13.3116665,2009-09-01
"afognak",2009-09-12,13.399583,2009-09-01
"afognak",2009-09-13,13.209167,2009-09-01
"afognak",2009-09-14,13.0575,2009-09-01
"afognak",2009-09-15,12.966249,2009-09-01
"afognak",2009-09-16,12.492916,2009-09-01
"afognak",2009-09-17,12.340417,2009-09-01
"afognak",2009-09-18,12.443334,2009-09-01
"afognak",2009-09-19,12.2675,2009-09-01
"afognak",2009-09-20,12.111667,2009-09-01
"afognak",2009-09-21,11.95875,2009-09-01
"afognak",2009-09-22,11.580417,2009-09-01
"afognak",2009-09-23,11.334583,2009-09-01
"afognak",2009-09-24,10.97625,2009-09-01
"afognak",2009-09-25,10.70375,2009-09-01
"afognak",2009-09-26,9.888333,2009-09-01
"afognak",2009-09-27,10.135,2009-09-01
"afognak",2009-09-28,9.481667,2009-09-01
"afognak",2009-09-29,9.750417,2009-09-01
"afognak",2009-09-30,9.72625,2009-09-01
"afognak",2009-10-01,9.650833,2009-10-01
"afognak",2009-10-02,9.247499,2009-10-01
"afognak",2009-10-03,9.55,2009-10-01
"afognak",2009-10-04,9.677083,2009-10-01
"afognak",2009-10-05,9.71875,2009-10-01
"afognak",2009-10-06,9.355833,2009-10-01
"afognak",2009-10-07,9.5375,2009-10-01
"afognak",2009-10-08,9.612083,2009-10-01
"afognak",2009-10-09,9.487917,2009-10-01
"afognak",2009-10-10,9.480416,2009-10-01
"afognak",2009-10-11,9.3925,2009-10-01
"afognak",2009-10-12,9.409166,2009-10-01
"afognak",2009-10-13,9.51625,2009-10-01
"afognak",2009-10-14,9.792916,2009-10-01
"afognak",2009-10-15,9.462084,2009-10-01
"afognak",2009-10-16,9.303333,2009-10-01
"afognak",2009-10-17,9.05,2009-10-01
"afognak",2009-10-18,9.011666,2009-10-01
"afognak",2009-10-19,8.83875,2009-10-01
"afognak",2009-10-20,8.671667,2009-10-01
"afognak",2009-10-21,8.3825,2009-10-01
"afognak",2009-10-22,8.371667,2009-10-01
"afognak",2009-10-23,8.204583,2009-10-01
"afognak",2009-10-24,7.89875,2009-10-01
"afognak",2009-10-25,7.4979167,2009-10-01
"afognak",2009-10-26,6.8033333,2009-10-01
"afognak",2009-10-27,6.36125,2009-10-01
"afognak",2009-10-28,6.2433333,2009-10-01
"afognak",2009-10-29,5.940417,2009-10-01
"afognak",2009-10-30,5.110417,2009-10-01
"afognak",2009-10-31,4.7191668,2009-10-01
"afognak",2009-11-01,4.178,2009-11-01
"afognak",2009-11-02,3.9529166,2009-11-01
"afognak",2009-11-03,3.9675,2009-11-01
"afognak",2009-11-04,4.391667,2009-11-01
"afognak",2009-11-05,4.29,2009-11-01
"afognak",2009-11-06,4.337917,2009-11-01
"afognak",2009-11-07,4.11375,2009-11-01
"afognak",2009-11-08,3.4725,2009-11-01
"afognak",2009-11-09,2.823913,2009-11-01
"afognak",2010-04-16,2.2595832,2010-04-01
"afognak",2010-04-17,2.3620834,2010-04-01
"afognak",2010-04-18,2.2058334,2010-04-01
"afognak",2010-04-19,2.3970833,2010-04-01
"afognak",2010-04-20,2.4970834,2010-04-01
"afognak",2010-04-21,2.7216666,2010-04-01
"afognak",2010-04-22,3.1933334,2010-04-01
"afognak",2010-04-23,3.8279166,2010-04-01
"afognak",2010-04-24,4.1316667,2010-04-01
"afognak",2010-04-25,4.2425,2010-04-01
"afognak",2010-04-26,4.165,2010-04-01
"afognak",2010-04-27,4.28875,2010-04-01
"afognak",2010-04-28,4.2808332,2010-04-01
"afognak",2010-04-29,4.2058334,2010-04-01
"afognak",2010-04-30,4.2629166,2010-04-01
"afognak",2010-05-01,4.70375,2010-05-01
"afognak",2010-05-02,4.8679166,2010-05-01
"afognak",2010-05-03,5.01125,2010-05-01
"afognak",2010-05-04,6.025833,2010-05-01
"afognak",2010-05-05,6.9466667,2010-05-01
"afognak",2010-05-06,6.66,2010-05-01
"afognak",2010-05-07,6.4125,2010-05-01
"afognak",2010-05-08,6.6858335,2010-05-01
"afognak",2010-05-09,6.89375,2010-05-01
"afognak",2010-05-10,6.6675,2010-05-01
"afognak",2010-05-11,6.432083,2010-05-01
"afognak",2010-05-12,6.7720833,2010-05-01
"afognak",2010-05-13,6.8258333,2010-05-01
"afognak",2010-05-14,6.6116667,2010-05-01
"afognak",2010-05-15,6.8191667,2010-05-01
"afognak",2010-05-16,6.6283336,2010-05-01
"afognak",2010-05-17,6.277917,2010-05-01
"afognak",2010-05-18,6.383333,2010-05-01
"afognak",2010-05-19,6.607917,2010-05-01
"afognak",2010-05-20,6.6270833,2010-05-01
"afognak",2010-05-21,6.840833,2010-05-01
"afognak",2010-05-22,6.985833,2010-05-01
"afognak",2010-05-23,7.2745833,2010-05-01
"afognak",2010-05-24,7.80875,2010-05-01
"afognak",2010-05-25,8.66125,2010-05-01
"afognak",2010-05-26,9.22625,2010-05-01
"afognak",2010-05-27,9.16375,2010-05-01
"afognak",2010-05-28,9.199565,2010-05-01
"afognak",2010-05-29,8.950417,2010-05-01
"afognak",2010-05-30,8.9725,2010-05-01
"afognak",2010-05-31,8.910833,2010-05-01
"afognak",2010-06-01,8.8575,2010-06-01
"afognak",2010-06-02,9.141666,2010-06-01
"afognak",2010-06-03,9.48125,2010-06-01
"afognak",2010-06-04,9.41875,2010-06-01
"afognak",2010-06-05,9.127084,2010-06-01
"afognak",2010-06-06,9.299167,2010-06-01
"afognak",2010-06-07,9.760834,2010-06-01
"afognak",2010-06-08,10.169167,2010-06-01
"afognak",2010-06-09,10.595417,2010-06-01
"afognak",2010-06-10,11.263333,2010-06-01
"afognak",2010-06-11,10.839583,2010-06-01
"afognak",2010-06-12,11.510834,2010-06-01
"afognak",2010-06-13,12.71625,2010-06-01
"afognak",2010-06-14,12.56125,2010-06-01
"afognak",2010-06-15,12.069583,2010-06-01
"afognak",2010-06-16,11.93625,2010-06-01
"afognak",2010-06-17,12.035417,2010-06-01
"afognak",2010-06-18,11.935416,2010-06-01
"afognak",2010-06-19,11.867916,2010-06-01
"afognak",2010-06-20,12.163333,2010-06-01
"afognak",2010-06-21,12.11875,2010-06-01
"afognak",2010-06-22,12.163333,2010-06-01
"afognak",2010-06-23,12.277083,2010-06-01
"afognak",2010-06-24,12.195833,2010-06-01
"afognak",2010-06-25,12.379583,2010-06-01
"afognak",2010-06-26,12.889167,2010-06-01
"afognak",2010-06-27,13.270416,2010-06-01
"afognak",2010-06-28,13.3,2010-06-01
"afognak",2010-06-29,12.429167,2010-06-01
"afognak",2010-06-30,12.635834,2010-06-01
"afognak",2010-07-01,12.12125,2010-07-01
"afognak",2010-07-02,12.2875,2010-07-01
"afognak",2010-07-03,13.080417,2010-07-01
"afognak",2010-07-04,13.049167,2010-07-01
"afognak",2010-07-05,13.15625,2010-07-01
"afognak",2010-07-06,13.0225,2010-07-01
"afognak",2010-07-07,12.728333,2010-07-01
"afognak",2010-07-08,13.0304165,2010-07-01
"afognak",2010-07-09,12.30875,2010-07-01
"afognak",2010-07-10,12.542084,2010-07-01
"afognak",2010-07-11,13.695,2010-07-01
"afognak",2010-07-12,13.72375,2010-07-01
"afognak",2010-07-13,13.419167,2010-07-01
"afognak",2010-07-14,14.5875,2010-07-01
"afognak",2010-07-15,15.575,2010-07-01
"afognak",2010-07-16,15.572917,2010-07-01
"afognak",2010-07-17,15.02625,2010-07-01
"afognak",2010-07-18,14.88375,2010-07-01
"afognak",2010-07-19,15.210834,2010-07-01
"afognak",2010-07-20,15.210834,2010-07-01
"afognak",2010-07-21,15.180833,2010-07-01
"afognak",2010-07-22,14.836667,2010-07-01
"afognak",2010-07-23,14.237083,2010-07-01
"afognak",2010-07-24,13.6554165,2010-07-01
"afognak",2010-07-25,13.884583,2010-07-01
"afognak",2010-07-26,14.105833,2010-07-01
"afognak",2010-07-27,14.53875,2010-07-01
"afognak",2010-07-28,14.532917,2010-07-01
"afognak",2010-07-29,13.978333,2010-07-01
"afognak",2010-07-30,13.324583,2010-07-01
"afognak",2010-07-31,13.77875,2010-07-01
"afognak",2010-08-01,14.09375,2010-08-01
"afognak",2010-08-02,14.0775,2010-08-01
"afognak",2010-08-03,13.771667,2010-08-01
"afognak",2010-08-04,13.99875,2010-08-01
"afognak",2010-08-05,14.660417,2010-08-01
"afognak",2010-08-06,15.028334,2010-08-01
"afognak",2010-08-07,14.747084,2010-08-01
"afognak",2010-08-08,14.12125,2010-08-01
"afognak",2010-08-09,14.2804165,2010-08-01
"afognak",2010-08-10,14.64125,2010-08-01
"afognak",2010-08-11,15.033751,2010-08-01
"afognak",2010-08-12,14.5375,2010-08-01
"afognak",2010-08-13,14.496667,2010-08-01
"afognak",2010-08-14,13.907917,2010-08-01
"afognak",2010-08-15,13.840417,2010-08-01
"afognak",2010-08-16,13.887917,2010-08-01
"afognak",2010-08-17,14.112917,2010-08-01
"afognak",2010-08-18,14.1875,2010-08-01
"afognak",2010-08-19,14.404166,2010-08-01
"afognak",2010-08-20,14.8133335,2010-08-01
"afognak",2010-08-21,14.89375,2010-08-01
"afognak",2010-08-22,14.357917,2010-08-01
"afognak",2010-08-23,15.06625,2010-08-01
"afognak",2010-08-24,15.5975,2010-08-01
"afognak",2010-08-25,15.929167,2010-08-01
"afognak",2010-08-26,15.975417,2010-08-01
"afognak",2010-08-27,15.900416,2010-08-01
"afognak",2010-08-28,15.502084,2010-08-01
"afognak",2010-08-29,14.940833,2010-08-01
"afognak",2010-08-30,14.804584,2010-08-01
"afognak",2010-08-31,14.535,2010-08-01
"afognak",2010-09-01,14.535,2010-09-01
"afognak",2010-09-02,14.3325,2010-09-01
"afognak",2010-09-03,14.37375,2010-09-01
